2|3|4|1
6|10|7|9
11|7|2|1
5|1|8|2
10|8|12|4
12|11|10|5
7|5|9|11
6|2|1|12
3|12|11|8
4|10|5|9
3|6|7|8
9|4|6|3
12|6|3|10
8|11|1|6
1|9|2|10
8|5|4|7
1|3|6|5
5|12|9|3
4|9|12|11
7|2|3|12
10|7|11|4
11|4|5|2
2|8|10|6
9|1|8|7
11|9|6|7
10|5|3|8
4|3|11|7
2|7|1|11
5|1|12|6
12|4|5|2
3|2|8|4
10|11|7|12
9|12|4|1
6|5|2|8
9|10|3|1
8|6|10|9
12|10|9|5
1|4|7|10
7|8|11|5
1|2|6|3
7|9|10|2
2|12|8|9
6|8|12|4
3|11|9|12
5|3|4|6
4|6|2|11
11|1|5|10
8|7|1|3
